,index,name,online_order,book_table,rating,votes,location,rest_type,approx_cost,type
286,297,Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,Sweet Shop,100.00,Delivery
287,298,Kaapi Kendra,Yes,No,3.7,14,Jayanagar,Quick Bites,100.00,Delivery
288,299,Ivy,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,600.00,Delivery
289,300,The Airos,Yes,No,4.1,130,Jayanagar,Cafe,650.00,Delivery
290,301,Chai Kraft,Yes,No,4.1,30,Jayanagar,Beverage Shop,100.00,Delivery
291,302,Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,700.00,Delivery
292,303,South Point Pub,Yes,No,3.4,11,Basavanagudi,Bar,800.00,Delivery
293,304,The Trundle,Yes,No,3.7,133,Jayanagar,Casual Dining,700.00,Delivery
294,305,The Krishna Grand Xpress,Yes,No,4,136,Jayanagar,Quick Bites,350.00,Delivery
295,306,Sri Krishna Darshini,Yes,No,3.1,4,Basavanagudi,Quick Bites,200.00,Delivery
296,307,Shringar Sweets & Snacks,Yes,No,3.5,11,Basavanagudi,"Sweet Shop, Quick Bites",200.00,Delivery
297,308,Udupi Grand,Yes,No,3.8,74,Basavanagudi,Quick Bites,300.00,Delivery
298,309,Ganesh Grand,Yes,No,3.7,30,Basavanagudi,Quick Bites,300.00,Delivery
299,310,Shreyas Upahar & Burger Point,Yes,No,3,7,Basavanagudi,Quick Bites,200.00,Delivery
300,311,Coffee Tindi,Yes,No,3.8,75,Banashankari,"Cafe, Quick Bites",200.00,Delivery
301,312,Little Cafe,Yes,No,3.7,54,Basavanagudi,Cafe,600.00,Delivery
302,313,Mumbai Badam Milk & Lassi Center,Yes,No,3.6,23,Basavanagudi,Kiosk,100.00,Delivery
303,314,Sri Krishna Sagar,Yes,No,3.2,119,Banashankari,Casual Dining,400.00,Delivery
304,315,Mylari Biryani Family Restaurant,Yes,No,3.7,73,Banashankari,Quick Bites,400.00,Delivery
305,316,1980s Games Cafe,Yes,No,3.4,58,Basavanagudi,Cafe,400.00,Delivery
306,318,Namma Biryani,Yes,No,3.6,24,Banashankari,Quick Bites,250.00,Delivery
307,319,Nandhanu's Rasoi,Yes,No,3,175,Kumaraswamy Layout,Quick Bites,400.00,Delivery
308,320,Hotel Pork Paradise,Yes,No,3.7,21,Mysore Road,Quick Bites,300.00,Delivery
309,321,As On Fire,Yes,No,3.5,41,South Bangalore,Food Truck,400.00,Delivery
310,322,J K Fish Land,Yes,No,3.6,35,Jayanagar,Quick Bites,300.00,Delivery
311,323,Curry Leaves,Yes,No,4.1,176,Basavanagudi,Casual Dining,800.00,Delivery
312,324,Lassi Shop,Yes,No,3.5,45,Banashankari,Beverage Shop,300.00,Delivery
313,325,Magic Meals,Yes,No,3.7,47,Jayanagar,"Quick Bites, Dessert Parlor",400.00,Delivery
314,326,Desi Cream Junction,Yes,Yes,3.7,36,Jayanagar,Casual Dining,650.00,Delivery
315,327,Drunken Monkey,Yes,No,3.8,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites",400.00,Delivery
316,328,Ruchi's Corner,Yes,No,2.7,123,Banashankari,Quick Bites,200.00,Delivery
317,329,Tandoori Bytes,Yes,No,3.6,59,Kumaraswamy Layout,Casual Dining,700.00,Delivery
318,330,Bangalore Donne Biriyani,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,300.00,Delivery
319,331,SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,Banashankari,Quick Bites,400.00,Delivery
320,332,Keventers,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor",400.00,Delivery
321,333,Navi Food Point,Yes,No,3.6,22,Basavanagudi,Quick Bites,200.00,Delivery
322,334,Shawarma Inc,Yes,No,3.1,31,Banashankari,Takeaway,250.00,Delivery
323,335,The Cafe Nuts and Bolts,Yes,No,3,29,Kumaraswamy Layout,Cafe,500.00,Delivery
324,336,AM WOW,Yes,No,3.4,6,Jayanagar,Beverage Shop,100.00,Delivery
325,337,Lalbagh Grand,Yes,No,3,22,Basavanagudi,Quick Bites,250.00,Delivery
326,338,Funjabi Curries,Yes,No,2.9,11,Banashankari,Quick Bites,500.00,Delivery
327,339,Eat Repeat,Yes,No,3.9,101,Basavanagudi,Quick Bites,150.00,Delivery
328,340,Salut,Yes,Yes,4.1,442,Jayanagar,"Pub, Casual Dining",1200.00,Delivery
329,341,Nammura Donne Biriyani,Yes,No,3.5,155,Basavanagudi,Quick Bites,400.00,Delivery
330,342,Lassi Stop,Yes,No,3.4,12,Banashankari,"Beverage Shop, Quick Bites",150.00,Delivery
331,343,Dakshin Kitchen,Yes,No,3.6,15,Basavanagudi,Quick Bites,100.00,Delivery
332,344,Sri Sai Cafe,Yes,No,3.5,10,Basavanagudi,Quick Bites,200.00,Delivery
333,345,Sri Sai 99 Variety Dosa,Yes,No,3.8,25,Banashankari,Quick Bites,300.00,Delivery
334,346,Utsav Restaurant,Yes,No,3.8,61,Banashankari,Quick Bites,300.00,Delivery
335,347,Crunch and Munch,Yes,No,3.7,23,Uttarahalli,Quick Bites,300.00,Delivery
336,348,Food Geek,Yes,No,3.8,25,Basavanagudi,Quick Bites,350.00,Delivery
337,349,Sri Krishna Aramane,Yes,No,3.7,40,Kumaraswamy Layout,Quick Bites,200.00,Delivery
338,350,Great Indian Rolls,Yes,No,3.3,4,Basavanagudi,Quick Bites,100.00,Delivery
339,351,Chats Point,Yes,No,3.4,8,Basavanagudi,Quick Bites,150.00,Delivery
340,352,Food Point,Yes,No,3.5,32,Kumaraswamy Layout,Quick Bites,300.00,Delivery
341,353,Swarga Ruchi,Yes,No,3.3,10,Basavanagudi,Quick Bites,200.00,Delivery
342,354,Kolkata King,Yes,No,3.4,6,Basavanagudi,Quick Bites,300.00,Delivery
343,355,Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,Jayanagar,Quick Bites,250.00,Delivery
344,356,New Rajadhani Spicy,Yes,No,3.7,67,Kumaraswamy Layout,Casual Dining,700.00,Delivery
345,357,Big Mishra Pedha,Yes,No,2.9,23,Jayanagar,Sweet Shop,250.00,Delivery
346,358,VEGeatz,Yes,No,3.4,19,Banashankari,Quick Bites,200.00,Delivery
347,359,Foodizo,Yes,No,3.6,24,Banashankari,Quick Bites,300.00,Delivery
348,361,Chung's Chinese Corner,Yes,No,3.9,221,Jayanagar,Casual Dining,700.00,Delivery
349,362,Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,Jayanagar,"Casual Dining, Bar",1200.00,Delivery
350,363,Goli Vada Pav No. 1,Yes,No,3.7,93,Basavanagudi,Quick Bites,200.00,Delivery
351,364,Ragoo's,Yes,No,3.9,233,Jayanagar,Casual Dining,800.00,Delivery
352,365,Pure & Natural,Yes,No,3.9,211,Jayanagar,Casual Dining,500.00,Delivery
353,366,Maiyas,Yes,No,4,1778,Jayanagar,Quick Bites,200.00,Delivery
354,367,Sip n Dine,Yes,No,3.6,218,Vijay Nagar,Casual Dining,800.00,Delivery
355,368,Cafe Mondo,Yes,No,3.7,514,Basavanagudi,Cafe,600.00,Delivery
356,369,Jalpaan,Yes,Yes,4,866,Jayanagar,Casual Dining,900.00,Delivery
357,371,Juicy Momos,Yes,No,3.5,80,Banashankari,Quick Bites,250.00,Delivery
358,372,Amande Patisserie,Yes,No,4,73,Basavanagudi,Bakery,300.00,Delivery
359,373,Anand Sweets and Savouries,Yes,No,3.9,84,Jayanagar,Sweet Shop,400.00,Delivery
360,374,Chicken Hunt,Yes,No,3.5,88,Banashankari,Quick Bites,350.00,Delivery
361,375,Swadesh Tadka,Yes,No,3.5,179,Banashankari,Casual Dining,600.00,Delivery
362,376,Cane-O-La,Yes,No,3.8,61,Basavanagudi,Quick Bites,100.00,Delivery
363,377,New Biryani Mane,Yes,No,3.7,128,Uttarahalli,Casual Dining,450.00,Delivery
364,378,Upahara Darshini,Yes,No,3.8,339,Jayanagar,Quick Bites,400.00,Delivery
365,379,Karnataka Bhel House,Yes,No,4.1,449,Basavanagudi,Quick Bites,100.00,Delivery
366,380,Sreeraj Lassi Bar,Yes,No,4.1,210,Jayanagar,"Dessert Parlor, Beverage Shop",150.00,Delivery
367,381,Juice Junction Food Court,Yes,No,3.7,57,Basavanagudi,Quick Bites,200.00,Delivery
368,384,Janahaar,Yes,No,3.8,70,Banashankari,Quick Bites,100.00,Delivery
369,385,Redberrys,Yes,No,4,219,Basavanagudi,Cafe,600.00,Delivery
370,386,Utsav,Yes,No,3.7,59,Banashankari,Quick Bites,200.00,Delivery
371,387,Meat And Eat,Yes,No,3.1,10,Banashankari,Quick Bites,500.00,Delivery
372,388,Snacks Bite,Yes,No,3,9,Kumaraswamy Layout,Quick Bites,400.00,Delivery
373,389,The Spice Saga,Yes,No,3.7,124,Kumaraswamy Layout,Casual Dining,750.00,Delivery
374,390,Dakshin Cafe,Yes,No,3.7,19,Kumaraswamy Layout,Quick Bites,100.00,Delivery
375,391,Kaulige Millet Corner,Yes,No,3.3,4,Basavanagudi,Quick Bites,150.00,Delivery
376,392,Ifruit Ice Cream,Yes,No,3.3,4,Kumaraswamy Layout,Dessert Parlor,150.00,Delivery
377,393,Havmor,Yes,No,3.8,21,Basavanagudi,Dessert Parlor,200.00,Delivery
378,394,Grand Food,Yes,No,3.4,8,Banashankari,"Quick Bites, Bakery",250.00,Delivery
379,395,Dining Hut,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,400.00,Delivery
380,396,Desi Swaad,Yes,No,3.5,10,Kumaraswamy Layout,Quick Bites,400.00,Delivery
381,397,Yummy Momos,Yes,No,3.2,4,Kumaraswamy Layout,Quick Bites,200.00,Delivery
382,398,Masale Daan,Yes,No,3.1,4,Banashankari,Delivery,350.00,Delivery
383,399,Grow Fit,Yes,No,3.6,16,JP Nagar,"Takeaway, Delivery",500.00,Delivery
384,400,Lassi Spot,Yes,No,3.3,4,Kumaraswamy Layout,Beverage Shop,100.00,Delivery
385,401,Sandwich Hub,Yes,No,3.4,12,Jayanagar,Quick Bites,300.00,Delivery
386,402,Udupi Sri Krishna Cafe,Yes,No,3.9,14,Jayanagar,Casual Dining,600.00,Delivery
387,403,Starlite Bakery & Fastfood,Yes,No,3.7,0,Jayanagar,Quick Bites,300.00,Delivery
388,404,Veganbreak24,Yes,No,2.8,5,City Market,"Takeaway, Delivery",199.00,Delivery
389,405,Aadhya Hotel,Yes,No,3.3,5,Basavanagudi,"Casual Dining, Bar",800.00,Delivery
390,406,Dodda Mane Baaduta,Yes,No,3.5,15,Banashankari,Quick Bites,250.00,Delivery
391,407,Swadd Kitchen,Yes,No,3.4,4,Basavanagudi,Casual Dining,500.00,Delivery
392,408,Happy Chopsticks,Yes,No,3.6,17,Basavanagudi,Quick Bites,300.00,Delivery
393,409,Sai Super Sandwich,Yes,No,0,0,Banashankari,Quick Bites,200.00,Delivery
394,410,Right Pizza,Yes,No,0,0,Basavanagudi,Quick Bites,300.00,Delivery
395,411,Udupi Upachar,Yes,No,3.3,6,Banashankari,Quick Bites,500.00,Delivery
396,412,Davanagere Benne Dose Hut,Yes,No,3.4,10,Banashankari,Quick Bites,100.00,Delivery
397,413,The Sip Shop,Yes,No,0,0,Basavanagudi,Quick Bites,200.00,Delivery
398,414,Jalsa,Yes,Yes,4.1,775,Banashankari,Casual Dining,800.00,Delivery
399,415,Subz,Yes,Yes,4.2,2022,Jayanagar,Casual Dining,1000.00,Delivery
400,416,Sri Banashankari Upahara,Yes,No,0,0,Kumaraswamy Layout,Quick Bites,150.00,Delivery
401,417,Cafe Shuffle,Yes,Yes,4.2,150,Banashankari,Cafe,600.00,Delivery
402,418,Mint and Mustard,Yes,No,4,232,Basavanagudi,Casual Dining,750.00,Delivery
403,419,Chinese Square,Yes,No,3.9,38,Basavanagudi,Quick Bites,200.00,Delivery
404,420,Hyderabad Express,Yes,No,0,0,Banashankari,Quick Bites,300.00,Delivery
405,421,Punjabi Raswada,Yes,Yes,3.5,431,Jayanagar,Casual Dining,800.00,Delivery
406,422,Vinny's,Yes,Yes,4.2,2115,Banashankari,Casual Dining,800.00,Delivery
407,423,Chetty's Corner,Yes,No,3.4,30,Uttarahalli,Quick Bites,200.00,Delivery
408,424,Kapoor's Cafe,Yes,No,4.2,150,Jayanagar,Casual Dining,800.00,Delivery
409,425,Donne Biryani & Kabab Corner,Yes,No,3.3,12,Kumaraswamy Layout,Quick Bites,200.00,Delivery
410,426,Sukh Sagar,Yes,No,3.8,155,Jayanagar,Casual Dining,450.00,Delivery
411,427,S M V Snacks Corner,Yes,No,3.7,33,Basavanagudi,Quick Bites,200.00,Delivery
412,428,Andhra Ruchulu,Yes,Yes,4.1,666,Jayanagar,"Casual Dining, Bar",1000.00,Delivery
413,429,Steaming Mugs,Yes,No,3.9,240,Basavanagudi,Cafe,700.00,Delivery
414,430,San Churro Cafe,Yes,No,3.8,918,Banashankari,"Cafe, Casual Dining",800.00,Delivery
415,431,Rajathadri Food Fort,Yes,No,4,465,Jayanagar,Casual Dining,600.00,Delivery
416,433,Rasoi,Yes,No,3.3,128,Banashankari,Quick Bites,300.00,Delivery
417,434,Mr. Singh Da Dhaba,Yes,No,3.6,241,Kumaraswamy Layout,Quick Bites,300.00,Delivery
418,435,Kababs N Biryani,Yes,No,3.4,22,Banashankari,Quick Bites,200.00,Delivery
419,436,Ayodhya Upachar,Yes,No,4.3,734,Banashankari,Quick Bites,200.00,Delivery
420,439,Brundhavana Food Point,Yes,No,4,191,Kumaraswamy Layout,Quick Bites,300.00,Delivery
421,440,SLV Corner Restaurant,Yes,No,4.1,364,Basavanagudi,Casual Dining,550.00,Delivery
422,441,Biryani Royals Garden,Yes,No,0,0,Kumaraswamy Layout,Quick Bites,500.00,Delivery
423,442,Hotel New Karavali,Yes,No,3.8,133,Banashankari,Quick Bites,300.00,Delivery
424,443,The Krishna Grand,Yes,No,3.9,888,Banashankari,Casual Dining,750.00,Delivery
425,444,360 Atoms Restaurant And Cafe,Yes,No,3.1,13,Banashankari,Cafe,400.00,Delivery
426,445,Roti Ghar,Yes,No,3.9,750,Basavanagudi,Casual Dining,500.00,Delivery
427,446,The Coffee Shack,Yes,Yes,4.2,164,Banashankari,Cafe,500.00,Delivery
428,447,Multi Snacky Hub,No,No,0,0,Basavanagudi,Quick Bites,200.00,Delivery
429,448,Kettle & Kegs,Yes,No,3.2,6,Banashankari,Delivery,200.00,Delivery
430,449,Baisakhi,Yes,No,3.8,527,Basavanagudi,Casual Dining,500.00,Delivery
431,450,Corner House Ice Cream,No,No,4.3,345,Banashankari,Dessert Parlor,400.00,Desserts
432,451,Poonam Sweets,No,No,4.4,356,Banashankari,Sweet Shop,150.00,Desserts
433,452,XO Belgian Waffle,Yes,No,3.7,17,Banashankari,Dessert Parlor,400.00,Desserts
434,453,Old Mumbai Ice Cream,Yes,No,3.9,38,Banashankari,Dessert Parlor,150.00,Desserts
435,454,Cake of the Day,No,No,3.7,78,Banashankari,"Bakery, Dessert Parlor",150.00,Desserts
436,455,Amma's Pastries,No,No,3.8,60,Banashankari,Dessert Parlor,400.00,Desserts
437,456,Kanti Sweets,Yes,No,4,115,Banashankari,Sweet Shop,400.00,Desserts
438,457,Sugar Rush,No,No,3.8,39,Banashankari,Bakery,300.00,Desserts
439,458,Polar Bear,Yes,No,3.9,116,Banashankari,Dessert Parlor,400.00,Desserts
440,459,San Churro Cafe,Yes,No,3.8,918,Banashankari,"Cafe, Casual Dining",800.00,Desserts
441,460,Anand Sweets and Savouries,No,No,3.7,46,Banashankari,"Sweet Shop, Quick Bites",400.00,Desserts
442,461,Ibaco,Yes,No,3.9,41,Banashankari,Dessert Parlor,300.00,Desserts
443,462,Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,700.00,Desserts
444,463,The Lassi and Juice Park,No,No,3.8,28,Banashankari,"Beverage Shop, Dessert Parlor",150.00,Desserts
445,464,Stoned Monkey,Yes,No,4.3,860,Banashankari,Dessert Parlor,500.00,Desserts
446,465,Parimala Sweets,No,No,3.5,14,Banashankari,Sweet Shop,200.00,Desserts
447,466,The Big O Bakes,No,No,4,66,Banashankari,Bakery,300.00,Desserts
448,467,Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,Sweet Shop,100.00,Desserts
449,468,Keventers,Yes,No,3.7,54,Banashankari,"Beverage Shop, Dessert Parlor",400.00,Desserts
450,469,Dessert Rose,No,No,3.5,7,Banashankari,Dessert Parlor,500.00,Desserts
451,470,Thanco's Natural Ice Creams,No,No,3.2,9,Banashankari,Dessert Parlor,300.00,Desserts
452,471,Corner Stone,No,No,3.6,42,Banashankari,"Beverage Shop, Quick Bites",300.00,Desserts
453,472,Kaggis,No,No,3.8,64,Banashankari,Quick Bites,250.00,Desserts
454,473,Cocoa Bakes,Yes,No,3.6,14,Banashankari,Bakery,350.00,Desserts
455,474,Floured-Baked With Love,No,No,3.8,45,Banashankari,"Takeaway, Delivery",400.00,Desserts
456,475,CAFE NOVA,No,No,3.2,11,Banashankari,Cafe,600.00,Desserts
457,476,Cakes & Slices,No,No,3.5,13,Banashankari,Bakery,300.00,Desserts
458,477,Arun Ice Cream,No,No,3.4,7,Banashankari,Dessert Parlor,150.00,Desserts
459,478,Just Bake,No,No,3.4,8,Banashankari,Bakery,400.00,Desserts
460,479,Kwality Wall's Swirl's Happiness Station,No,No,2.9,25,Banashankari,Dessert Parlor,200.00,Desserts
461,480,Melting Melodies,No,No,0,0,Banashankari,Bakery,300.00,Desserts
462,481,Sweet N Swirl,No,No,3.2,17,Banashankari,Dessert Parlor,150.00,Desserts
463,482,Sai Super Sandwich,Yes,No,0,0,Banashankari,Quick Bites,200.00,Desserts
464,483,Sweet Truth,Yes,No,3.9,35,Banashankari,Delivery,500.00,Desserts
465,484,Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,400.00,Desserts
466,485,Gopi Ice Creams,No,No,0,0,Banashankari,Dessert Parlor,100.00,Desserts
467,486,Sri Venkateshwara Sweet Meat Stall,No,No,4,98,Basavanagudi,"Sweet Shop, Quick Bites",400.00,Desserts
468,487,Baskin Robbins,No,No,3.7,25,Basavanagudi,Dessert Parlor,250.00,Desserts
469,488,Redberrys,Yes,No,4,219,Basavanagudi,Cafe,600.00,Desserts
470,489,Amande Patisserie,Yes,No,4,73,Basavanagudi,Bakery,300.00,Desserts
471,490,Srinivasa Brahmins Bakery,No,No,3.6,16,Basavanagudi,"Bakery, Quick Bites",150.00,Desserts
472,491,Jain Bakes,No,No,3.6,8,Basavanagudi,Bakery,250.00,Desserts
473,492,Cake Ghar,Yes,No,3.8,15,Basavanagudi,Bakery,400.00,Desserts
474,493,KC Das - Sweet Spot,No,No,3.6,46,Basavanagudi,"Sweet Shop, Quick Bites",200.00,Desserts
475,494,Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,13,Basavanagudi,"Dessert Parlor, Sweet Shop",300.00,Desserts
476,495,Cake Yard,Yes,No,3.3,9,Basavanagudi,Dessert Parlor,250.00,Desserts
477,496,Iceberg Icecreams,Yes,No,4,43,Basavanagudi,Dessert Parlor,250.00,Desserts
478,497,A2B Veg - Adyar Ananda Bhavan,Yes,No,2.7,97,Basavanagudi,Casual Dining,400.00,Desserts
479,498,Sri Krishna Sweets,Yes,No,3.7,22,Basavanagudi,Sweet Shop,250.00,Desserts
480,499,Cake Art,No,No,3.5,15,Basavanagudi,"Bakery, Quick Bites",400.00,Desserts
481,500,Asha Sweets Centre,Yes,No,3.6,27,Basavanagudi,Dessert Parlor,250.00,Desserts
482,501,My Tea House,Yes,Yes,0,0,Banashankari,Casual Dining,500.00,Dine-out
483,502,The Krishna Grand,Yes,No,3.9,888,Banashankari,Casual Dining,750.00,Dine-out
484,503,Sea Spice by 7 Star,Yes,Yes,4,349,Banashankari,Casual Dining,1200.00,Dine-out
485,504,Mini Punjabi Dhaba,Yes,No,4.2,287,Banashankari,Quick Bites,350.00,Dine-out
486,505,Onesta,Yes,Yes,4.6,2556,Banashankari,"Casual Dining, Cafe",600.00,Dine-out
487,506,Jalsa,Yes,Yes,4.1,775,Banashankari,Casual Dining,800.00,Dine-out
488,507,Vinny's,Yes,Yes,4.2,2115,Banashankari,Casual Dining,800.00,Dine-out
489,508,Jcubez,No,Yes,3.8,977,Banashankari,Lounge,1300.00,Dine-out
490,509,Gustoes Beer House,No,No,4.1,868,Banashankari,Pub,1200.00,Dine-out
491,510,Penthouse Cafe,Yes,No,4,324,Banashankari,Cafe,700.00,Dine-out
492,511,Spice Elephant,Yes,No,4.1,787,Banashankari,Casual Dining,800.00,Dine-out
493,512,Smacznego,Yes,No,4.2,504,Banashankari,Cafe,550.00,Dine-out
494,513,CafDown The Alley,Yes,No,4.1,402,Banashankari,Cafe,500.00,Dine-out
495,514,Cafe Shuffle,Yes,Yes,4.2,150,Banashankari,Cafe,600.00,Dine-out
496,515,The Coffee Shack,Yes,Yes,4.2,164,Banashankari,Cafe,500.00,Dine-out
497,516,Anna Kuteera,Yes,No,4,771,Banashankari,Casual Dining,450.00,Dine-out
498,517,Szechuan Dragon,Yes,No,4.2,1647,Banashankari,Casual Dining,600.00,Dine-out
499,518,1947,No,Yes,4,808,Banashankari,Casual Dining,850.00,Dine-out
500,519,Caf-Eleven,No,No,4,424,Banashankari,Cafe,450.00,Dine-out
501,520,Thamboola,Yes,No,3.9,135,Banashankari,Casual Dining,800.00,Dine-out
502,521,Ferment,No,No,0,0,Banashankari,"Casual Dining, Bar",1000.00,Dine-out
503,522,Havyaka Mess,No,No,3.9,28,Banashankari,Mess,300.00,Dine-out
504,523,San Churro Cafe,Yes,No,3.8,918,Banashankari,"Cafe, Casual Dining",800.00,Dine-out
505,524,Cafe Vivacity,Yes,No,3.8,90,Banashankari,Cafe,650.00,Dine-out
506,525,Chung Wah,Yes,No,3.9,519,Banashankari,Casual Dining,900.00,Dine-out
507,526,Vietnamese Kitchen,Yes,No,3.6,105,Banashankari,Casual Dining,700.00,Dine-out
508,527,Blue Wings Bar & Restaurant,No,No,3.7,43,Banashankari,"Bar, Casual Dining",700.00,Dine-out
509,528,Anand Sweets and Savouries,No,No,3.7,46,Banashankari,"Sweet Shop, Quick Bites",400.00,Dine-out
510,529,Catch-up-ino,Yes,No,3.9,133,Banashankari,Cafe,800.00,Dine-out
511,530,Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,700.00,Dine-out
512,531,T3H Cafe,No,No,3.9,93,Banashankari,Cafe,300.00,Dine-out
513,532,Srikrishna Bhavan,Yes,No,3.8,42,Banashankari,Quick Bites,300.00,Dine-out
514,533,360 Atoms Restaurant And Cafe,Yes,No,3.1,13,Banashankari,Cafe,400.00,Dine-out
515,534,New Imperial Restaurant,No,No,3.7,39,Banashankari,Casual Dining,450.00,Dine-out
516,535,The Vintage Cafe,Yes,No,3,62,Banashankari,Cafe,400.00,Dine-out
517,536,Green Gardenia,Yes,No,3.8,160,Banashankari,Casual Dining,700.00,Dine-out
518,537,Parimala Sweets,No,No,3.5,14,Banashankari,Sweet Shop,200.00,Dine-out
519,538,Vaishali Deluxe,No,No,3.8,42,Banashankari,Casual Dining,700.00,Dine-out
520,539,Paradise Premium,Yes,No,3.1,119,Banashankari,Casual Dining,700.00,Dine-out
521,540,Vi Ra's Bar and Restaurant,No,No,3.3,62,Banashankari,Bar,800.00,Dine-out
522,541,Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,Casual Dining,600.00,Dine-out
523,542,Nandhini Deluxe,No,No,2.6,283,Banashankari,Casual Dining,600.00,Dine-out
524,543,Corner Stone,No,No,3.6,42,Banashankari,"Beverage Shop, Quick Bites",300.00,Dine-out
525,544,Karavali Fish Center,No,No,3.4,10,Banashankari,Quick Bites,300.00,Dine-out
526,545,Ayda Persian Kitchen,No,No,3.7,39,Banashankari,Casual Dining,950.00,Dine-out
527,546,J Spice,Yes,No,3.8,59,Banashankari,Casual Dining,750.00,Dine-out
528,547,Swadesh Tadka,Yes,No,3.5,179,Banashankari,Casual Dining,600.00,Dine-out
529,548,Iyer's Tiffin Centre,No,No,3.8,62,Banashankari,Quick Bites,150.00,Dine-out
530,549,Kydz Adda,No,No,3.4,6,Banashankari,Casual Dining,500.00,Dine-out
531,550,K27 - The Pub,No,No,3.1,30,Banashankari,Bar,1000.00,Dine-out
532,551,Kotian Karavali Restaurant,No,No,3.5,10,Banashankari,Quick Bites,300.00,Dine-out
533,552,Food BoCafe,No,No,3.6,36,Banashankari,Casual Dining,500.00,Dine-out
534,553,Hide Out Cafe,No,No,3.7,31,Banashankari,Cafe,300.00,Dine-out
535,554,CAFE NOVA,No,No,3.2,11,Banashankari,Cafe,600.00,Dine-out
536,555,Darbar,No,No,3,98,Banashankari,Bar,800.00,Dine-out
537,556,Sri Ganesh Juice and Chats,No,No,3.5,18,Banashankari,"Beverage Shop, Quick Bites",150.00,Dine-out
538,557,Manifest Cafe,No,No,3.5,10,Banashankari,Casual Dining,500.00,Dine-out
539,558,Beijing Bites,No,No,2.7,128,Banashankari,Casual Dining,850.00,Dine-out
540,559,The Pizzeria,Yes,No,2.8,45,Banashankari,Casual Dining,800.00,Dine-out
541,560,Sri Krishna Sagar,Yes,No,3.2,119,Banashankari,Casual Dining,400.00,Dine-out
542,561,Lassi Stop,Yes,No,3.4,12,Banashankari,"Beverage Shop, Quick Bites",150.00,Dine-out
543,562,Sea Green Cafe,No,No,3.3,4,Banashankari,Cafe,500.00,Dine-out
544,563,Parijatha Paradise,Yes,No,0,0,Banashankari,Casual Dining,500.00,Dine-out
545,564,As On Fire,Yes,No,3.5,41,South Bangalore,Food Truck,400.00,Dine-out
546,565,Pizza Hut,Yes,No,3.7,405,Banashankari,Casual Dining,750.00,Dine-out
547,566,New Prashanth Hotel,Yes,No,3.9,388,Banashankari,Casual Dining,650.00,Dine-out
548,567,Taaza Thindi,No,No,4.7,651,Banashankari,Quick Bites,100.00,Dine-out
549,568,Hyderabad Express,Yes,No,0,0,Banashankari,Quick Bites,300.00,Dine-out
550,569,Ayodhya Upachar,Yes,No,4.3,734,Banashankari,Quick Bites,200.00,Dine-out
551,570,Petoo,No,No,3.7,21,Banashankari,Quick Bites,450.00,Dine-out
552,571,Roving Feast,No,No,4,1047,Banashankari,Quick Bites,450.00,Dine-out
553,572,KFC,Yes,No,3.8,505,Banashankari,Quick Bites,450.00,Dine-out
554,573,Five Star Chicken,No,No,3.6,55,Banashankari,Quick Bites,200.00,Dine-out
555,574,Gama Gama,Yes,No,3.9,264,Banashankari,Quick Bites,200.00,Dine-out
556,575,Hotel New Karavali,Yes,No,3.8,133,Banashankari,Quick Bites,300.00,Dine-out
557,576,Kaapi Corner,No,No,0,0,Banashankari,Quick Bites,100.00,Dine-out
558,577,McDonald's,Yes,No,3.9,286,Banashankari,Quick Bites,500.00,Dine-out
559,578,Sri Laxmi Venkateshwara Coffee Bar,No,No,4.4,343,Banashankari,Quick Bites,100.00,Dine-out
560,579,Bhattara Bhojana,Yes,No,3.6,66,Banashankari,Quick Bites,150.00,Dine-out
